epaizulotú	abarrancarse el ganado	abarrancarse el ganado	abarrancarse el ganado
centernatú	abarrancarse el ganado	abarrancarse el ganado	abarrancarse el ganado
guciá era baterá	abarrisco	abarrisco	abarrisco
naroro	abastadamente	abastadamente	abastadamente
ugari	abastadamente	abastadamente	abastadamente
mucuru	abastadamente	abastadamente	abastadamente
murú	abastadamente	abastadamente	abastadamente
naroa	abastanza	abastanza	abastanza
ugaria	abastanza	abastanza	abastanza
ioria	abastanza	abastanza	abastanza
mucurua	abastanza	abastanza	abastanza
murua	abastanza	abastanza	abastanza
otoranzá	abasto	abasto	abasto
beardanez ornitzea	abasto	abasto	abasto
jalariaren ornidurá	abasto	abasto	abasto
ornitu	abastar	abastar	abastar
zuzquitu	abastar	abastar	abastar
beté	abastar	abastar	abastar
ondaſiúnez ornituá	abastado de riquezas	abastado de riquezas	abastado de riquezas
zuzquituá	abastado de riquezas	abastado de riquezas	abastado de riquezas
beteá	abastado de riquezas	abastado de riquezas	abastado de riquezas
janariz ornitú	abastecer	abastecer	abastecer
Bollatú	abatanar	abatanar2	abatanar
oyalac túmpaca garbitu	abatanar	abatanar2	abatanar
ta trincatu	abatanar	abatanar2	abatanar
bollatuá	abatanado	abatanado	abatanado
trincatuá	abatanado	abatanado	abatanado
bollatzallea	abatanador	abatanador	abatanador
bollazaina	abatanador	abatanador	abatanador
trincatzallea	abatanador	abatanador	abatanador
apaiz ſoñeco laburduna	abate	abate	abate
beguiroc arrapatuco au	abate	abate2	abate
norbait azpirátzea	abatir	abatir2	abatir
lurrerátzea	abatir	abatir2	abatir
bceratzea	abatir	abatir2	abatir
azpiratua	abatido	abatido	abatido
lurreratua	abatido	abatido	abatido
beeratua	abatido	abatido	abatido
azpiratzallea lurreratzallea	abatidor	abatidor	abatidor
beeratzallea	abatidor	abatidor	abatidor
lurreratú	abatirse al suelo	abatirse al suelo	abatirse al suelo
beeatú	abatirse al suelo	abatirse al suelo	abatirse al suelo
humillarſe	abatire	abatire	abatire
beeratzapena	abatimiento	abatimiento	abatimiento
beeratzea	abatimiento	abatimiento	abatimiento
beeratu	abaxar	abaxar	abaxar
beetitu	abaxar	abaxar	abaxar
jachi	abaxar	abaxar	abaxar
erachi	abaxar	abaxar	abaxar
beeratu	abaxarse	abaxarse	abaxarse
bean	abaxo	abaxo	abaxo
beera	abaxo	abaxo	abaxo
beeti	abaxo	abaxo	abaxo
beceá	abece	abece	abece
erlea	abeja	abeja	abeja
erlechoa	abejita	abejita	abejita
erlezaia	abejero	abejero	abejero
erlezaina	abejero	abejero	abejero
chori erlejale bat	abejeruco	abejeruco	abejeruco
erleen galgarria	abejeruco	abejeruco	abejeruco
liſtorrá	abejon	abejon	abejon
erlabioa	abejon	abejon	abejon
liſtorra	abejorro	abejorro	abejorro
otſa edo ſoñua gozatzea , gozoró ta emequi , ta leuncho auſtea	abemolar	abemolar	abemolar
gozatua	abemolado	abemolado	abemolado
gozoró autſia	abemolado	abemolado	abemolado
betuleac	abeñuelas	abeñuelas	abeñuelas
beguiroc	abernuncio	abernuncio	abernuncio
uztarria	andalucia	andalucia	andalucia
lorrá	abesana	abesana	abesana
ſayea	abestruz	abestruz	abestruz
abetoa	abeto	abeto	abeto
,bezatú	abezarse	abezarse	abezarse
oitu	abezarse	abezarse	abezarse
aci	abezarse	abezarse	abezarse
acitú	abezarse	abezarse	abezarse
oitua	abezado	abezado	abezado
acitua	abezado	abezado	abezado
norbait norabait ornituric bialdu egorri	abiar	abiar	abiar
bideraco ornitua	abiado	abiado	abiado
navarrá	abigarrado	abigarrado	abigarrado
talde baten	abigeo	abigeo	abigèo
edo erdibaten lapurrá	abigeo	abigeo	abigèo
bigoteduna	abigotado	abigotado	abigotado
abilidadea	abilidad	abilidad	abilidad
gaytaſuna	abilidad	abilidad	abilidad
cintzotaſuna	abilidad	abilidad	abilidad
cintzotu	abilitaravno	abilitaravno	abilitaràvno
gay eguin	abilitaravno	abilitaravno	abilitaràvno
cintzotua	abilitado	abilitado	abilitado
gaey eguiña	abilitado	abilitado	abilitado
gayró	abilmente	abilmente	abilmente
cinzor	abilmente	abilmente	abilmente
cintzoqui	abilmente	abilmente	abilmente
teſtamentu bague	abintestato	abintestato	abintestato
teſtamenturic eguingabe	abintestato	abintestato	abintestato
ezeztatzea	abjuracion	abjuracion	abjuracion
deſeſaná	abjuracion	abjuracion	abjuracion
deſerraná	abjuracion	abjuracion	abjuracion
ſorbeltza	abion	abion	abion
leicea	abismo	abismo	abismo
leiza	abismo	abismo	abismo
ondaleceá	abismo	abismo	abismo
leizatu	abismar	abismar	abismar
leicean ondatu	abismar	abismar	abismar
leizatu naiz , cera , da , &c	abismarse	abismarse	abismarse
leizatua	abismado	abismado	abismado
leicean ondatua	abismado	abismado	abismado
belzuntza	abispon	abispon	abispon
habea	abispon	abispon	abispon
eulitzarrá	abispon	abispon	abispon
bizcochatua	abizcochado	abizcochado	abizcochado
beraatú	ablandar	ablandar	ablandar
biguindú	ablandar	ablandar	ablandar
ſamurtú	ablandar	ablandar	ablandar
ematú	ablandar	ablandar	ablandar
beraatu	ablandarse	ablandarse	ablandarse
ablativoa	ablativo	ablativo	ablativo
aventador	ablentar	ablentar	ablentar
ucoa	abnegacion	abnegacion	abnegacion
bere burua ucatzea	abnegacion	abnegacion	abnegacion
bere burua ucatú	abnegarse	abnegarse	abnegarse
ozcatu	abocar	abocar	abocar
orzaz artu	abocar	abocar	abocar
ſutumpazucendu	abocar la artilleria	abocar la artilleria	abocar la artilleria
aurqueratu	abocar la artilleria	abocar la artilleria	abocar la artilleria
aurquetu	abocarse	abocarse	abocarse
aurcatu	abocarse	abocarse	abocarse
aozbildua	abocardado	abocardado	abocardado
lamberotu	abochornar	abochornar	abochornar
ſargoritu	abochornar	abochornar	abochornar
lamberotu	abochornase	abochornase	abochornase
ſargoritu	abochornase	abochornase	abochornase
ſargoritua	abochornado	abochornado	abochornado
lamberotua	abochornado	abochornado	abochornado
ſucartua	abochornado	abochornado	abochornado
maſallean	abofetear	abofetear	abofetear
belarondoan	abofetear	abofetear	abofetear
bearriz aldean jo	abofetear	abofetear	abofetear
bufetatu	abofetear	abofetear	abofetear
bofetada	abofetear	abofetear	abofetear
maſalleanñ	abofeteado	abofeteado	abofeteado
&c	abofeteado	abofeteado	abofeteado
joa	abofeteado	abofeteado	abofeteado
bufetatua	abofeteado	abofeteado	abofeteado
Letradunacdarabilten beargaya	abogacia	abogacia	abogacìa
artecoa	abogada	abogada	abogada
bitartecoa	abogada	abogada	abogada
arartecoa	abogada	abogada	abogada
letraduna	abogado	abogado	abogado
auzijarraya	abogado	abogado	abogado
norbaitegatic eſcatú	abogar	abogar	abogar
norbaitequico artecoizan , eguin	abogar	abogar	abogar
nai	abogar	abogar	abogar
cera	abogar	abogar	abogar
aucietan iñoren favore hitzeguitea	abogar en pleytos	abogar en pleytos	abogar en pleytos
aitonen etorquia	abolengo	abolengo	abolengo
abollatu	abollar	abollar2	abollar
zacondu	abollar	abollar2	abollar
zotondu	abollar	abollar2	abollar
mallatu	abollar	abollar2	abollar
maliatu	abollar	abollar2	abollar
coſcatu	abollar	abollar2	abollar
abollatua	abollado	abollado	abollado
maliatua	abollado	abollado	abollado
mallatua	abollado	abollado	abollado
zacondua	abollado	abollado	abollado
zocondua	abollado	abollado	abollado
coſcatua	abollado	abollado	abollado
abollatzallea	abollador	abollador	abollador
zacontzallea	abollador	abollador	abollador
zocontzallea	abollador	abollador	abollador
coſcatzallea	abollador	abollador	abollador
maliatzallea	abollador	abollador	abollador
zacona ria	abollador	abollador	abollador
abollantza	abolladura	abolladura	abolladura
zacona	abolladura	abolladura	abolladura
zocona	abolladura	abolladura	abolladura
coſca	abolladura	abolladura	abolladura
abollatzea	abolladura	abolladura	abolladura
zacontzea	abolladura	abolladura	abolladura
zocontzea	abolladura	abolladura	abolladura
coſcatzea	abolladura	abolladura	abolladura
maliatzea	abolladura	abolladura	abolladura
mallatzea	abolladura	abolladura	abolladura
bolſatua	abolsado	abolsado	abolsado
bolſaquin dagoana	abolsado	abolsado	abolsado
na-	abominable	abominable	abominable
nazcagarriro	abominablemente	abominablemente	abominablemente
nagagarriro	abominablemente	abominablemente	abominablemente
nagatſuró	abominablemente	abominablemente	abominablemente
nazca	abominacion	abominacion	abominacion
naga	abominacion	abominacion	abominacion
naz-	abominar	abominar	abominar
eguraldia ondu	abonanzar el tiempo	abonanzar el tiempo	abonanzar el tiempo
ondotu	abonanzar el tiempo	abonanzar el tiempo	abonanzar el tiempo
onguitu	abonanzar el tiempo	abonanzar el tiempo	abonanzar el tiempo
malſotu	abonanzar el tiempo	abonanzar el tiempo	abonanzar el tiempo
ontzatú	abonar	abonar	abonar
ontzát emán	abonar	abonar	abonar
oneguitu	abonar demasiado	abonar demasiado	abonar demasiado
oneguitzat eman	abonar demasiado	abonar demasiado	abonar demasiado
ontzatua	abonado	abonado	abonado
ontzat emaná	abonado	abonado	abonado
artuá	abonado	abonado	abonado
ontzátea	abono	abono	abono
aberatſá	abonado en hazienda	abonado en hazienda	abonado en hazienda
dirutia	abonado en hazienda	abonado en hazienda	abonado en hazienda
onic aſco duena	abonado en hazienda	abonado en hazienda	abonado en hazienda
abundamiento	abondamiento	abondamiento	abondamiento
abundar	abondamiento	abondamiento	abondamiento
iorí	abondo	abondo	abondo
ugari	abondo	abondo	abondo
naroró	abondo	abondo	abondo
afianzar	abonar	abonar	abonar
ngarria	abono de tierras	abono de tierras	abono de tierras
Cimaurrá	abono	abono	abono
iñaurqui-	abono	abono	abono
cimaurtú	abonar	abonar	abonar
iñaurquindu	abonar	abonar	abonar
baſaratú	abonar	abonar	abonar
cimaurtua	abonado	abonado	abonado
gorotzatua	abonado	abonado	abonado
iñaurquindua	abonado	abonado	abonado
baſaratua	abonado	abonado	abonado
cimaurlea	abonador	abonador	abonador
cimaurtzallea	abonador	abonador	abonador
ertzaz ertzari dichecala jartea	abordar una nave	abordar una nave	abordar una nave
ertzatu	abordar una nave	abordar una nave	abordar una nave
ertzatua	abordado	abordado	abordado
ertzaz ertzari alderatua	abordado	abordado	abordado
alboratua	abordado	abordado	abordado
ertzatzea	abordo	abordo	abordo
ertzaera	abordo	abordo	abordo
gorrotatu	aborrecer	aborrecer	aborrecer
gaitzetſi	aborrecer	aborrecer	aborrecer
higuindu	aborrecer	aborrecer	aborrecer
gorrotoa	aborrecer	aborrecer	aborrecer
gaitſerizcoa	aborrecer	aborrecer	aborrecer
gaitziriztea izan	aborrecer	aborrecer	aborrecer
iduqui	aborrecer	aborrecer	aborrecer
gorrotatua	aborrecido	aborrecido	aborrecido
gaitzeſia	aborrecido	aborrecido	aborrecido
gaitzeſitua	aborrecido	aborrecido	aborrecido
gorrotagarria	aborrecible	aborrecible	aborrecible
gaitzetſigarria	aborrecible	aborrecible	aborrecible
erabea	aborrecible	aborrecible2	aborrecible
gorrotoa	aborrecimiento	aborrecimiento	aborrecimiento
gaitzerizcoa	aborrecimiento	aborrecimiento	aborrecimiento
gaitzereſtea	aborrecimiento	aborrecimiento	aborrecimiento
gaizteſiera	aborrecimiento	aborrecimiento	aborrecimiento
igoria	aborrecimiento	aborrecimiento	aborrecimiento
bertiztu	abortar	abortar2	abortar
bertitzá	abortivo	abortivo	abortivo
mugaitzean jaioa	abortivo	abortivo	abortivo
ſortua	abortivo	abortivo	abortivo
hume botatua	abortivo	abortivo	abortivo
bertitzá	aborto	aborto	aborto
erditze gaitza	aborto	aborto	aborto
hume botatzea	aborto	aborto	aborto
uanditu	abotagarse	abotagarse	abotagarse
buyaſu	abotagarse	abotagarse	abotagarse
uanditua	abotagado	abotagado	abotagado
buyatua	abotagado	abotagado	abotagado
botiñatua	abotinado	abotinado	abotinado
botuitu	abotonar	abotonar	abotonar
botoitzea	abotonar	abotonar	abotonar
botoitua	abotonado	abotonado	abotonado
motetú	abotonar	abotonar	abotonar
ninicatzea	abotonar	abotonar	abotonar
motetua	abotonado en	abotonado en	abotonado en
motez jancia	abotonado en	abotonado en	abotonado en
uztaitu	abovedar	abovedar	abovedar
uztayaren	abovedar	abovedar	abovedar
uztaitua	abovedado	abovedado	abovedado
uztayatua	abovedado	abovedado	abovedado
uztayaren guiſa eguiña	abovedado	abovedado	abovedado
ezarria	abovedado	abovedado	abovedado
erre	abrasar	abrasar	abrasar
errea	abrasado	abrasado	abrasado
erretzallea	abrasador	abrasador	abrasador
erre	abrasarse	abrasarse	abrasarse
erretzen	abrasarse	abrasarse	abrasarse
erredura	abrasamiento	abrasamiento	abrasamiento
errapena	abrasamiento	abrasamiento	abrasamiento
laztandu	abrazar	abrazar	abrazar
laztaneguin	abrazar	abrazar	abrazar
eman	abrazar	abrazar	abrazar
beſarcatu	abrazar	abrazar	abrazar
arraiztu	abrazar	abrazar	abrazar
laztandua	abrazado	abrazado	abrazado
beſarcatua	abrazado	abrazado	abrazado
arraiztua	abrazado	abrazado	abrazado
laztanaria	abrazador	abrazador	abrazador
laztanguillea	abrazador	abrazador	abrazador
laztan emallea	abrazador	abrazador	abrazador
beſarcaria	abrazador	abrazador	abrazador
beſarcatzallea	abrazador	abrazador	abrazador
ar aitzaria	abrazador	abrazador	abrazador
arraitzallea	abrazador	abrazador	abrazador
laztana	abrazo	abrazo	abrazo
beſarcatzea	abrazo	abrazo	abrazo
beſarquera	abrazo	abrazo	abrazo
arraicia	abrazo	abrazo	abrazo
arpoyac	abrazaderas	abrazaderas	abrazaderas
egoa	abrego viento	abrego viento	abrego viento
egoia	abrego viento	abrego viento	abrego viento
ederatu	abrevar	abrevar2	abrevar
edaran	abrevar	abrevar2	abrevar
abereac edanerazo	abrevar	abrevar2	abrevar
edanaraci	abrevar	abrevar2	abrevar
abereac edateratu	abrevar	abrevar2	abrevar
ederatua	abrevado	abrevado	abrevado
edarana	abrevado	abrevado	abrevado
edanerazoa	abrevado	abrevado	abrevado
edaneracia	abrevado	abrevado	abrevado
edateratua	abrevado	abrevado	abrevado
abereen edatoquia	abrevadero	abrevadero	abrevadero
ederatoquia	abrevadero	abrevadero	abrevadero
laburtu	abreviar	abreviar	abreviar
chaburtu	abreviar	abreviar	abreviar
laburtua	abreviado	abreviado	abreviado
chaburtua	abreviado	abreviado	abreviado
laburtzallea	abreviador	abreviador	abreviador
laburtaria	abreviador	abreviador	abreviador
chaburtzallea	abreviador	abreviador	abreviador
chaburtaria	abreviador	abreviador	abreviador
laburrera	abreviatura	abreviatura	abreviatura
chaburrer	abreviatura	abreviatura	abreviatura
laſterreguizu	abrevia	abrevia	abrevia
ea agudo	abrevia	abrevia	abrevia
ea laſter	abrevia	abrevia	abrevia
biciró	abrevia	abrevia	abrevia
alperquerian ſartzea	abribonarse	abribonarse	abribonarse
alper eguitea	abribonarse	abribonarse	abribonarse
alperquerian vicitzea	abribonarse	abribonarse	abribonarse
alperquerian ſartua	abribonado	abribonado	abribonado
icia	abribonado	abribonado	abribonado
alper eguiña	abribonado	abribonado	abribonado
irequitzallea	abridor	abridor	abridor
otallaria	abridor en lamina	abridor en lamina	abridor en lamina
nozgueitza	abrigaño	abrigaño	abrigaño
nozgue-	abrigarse	abrigarse	abrigarse
abrigatu	abrigarse	abrigarse	abrigarse
arropaz	abrigarse	abrigarse	abrigarse
edo beſtela berotu	abrigarse	abrigarse	abrigarse
naiz	abrigarse	abrigarse	abrigarse
cera	abrigarse	abrigarse	abrigarse
da	abrigarse	abrigarse	abrigarse
otzetic gordetzea	abrigarse	abrigarse	abrigarse
otza eragoztea	abrigarse	abrigarse	abrigarse
quentzea	abrigarse	abrigarse	abrigarse
berotu	abrigar activo	abrigar activo	abrigar activo
nozguetu	abrigar activo	abrigar activo	abrigar activo
lecu ſegurura biribil latzea	abrigarse asi	abrigarse asi	abrigarse assi
lecu ſeguruan gordetzea	abrigarse asi	abrigarse asi	abrigarse assi
ezcutatzea	abrigarse asi	abrigarse asi	abrigarse assi
ſartzea	abrigarse asi	abrigarse asi	abrigarse assi
lecu beroa	abrigado lugar	abrigado lugar	abrigado lugar
otzetie gordea	abrigado lugar	abrigado lugar	abrigado lugar
ſegurua	abrigado lugar	abrigado lugar	abrigado lugar
nozguea	abrigado lugar	abrigado lugar	abrigado lugar
abrigua	abrigado lugar	abrigado lugar	abrigado lugar
eguzquiaz	abrigo	abrigo	abrigo
ſuaz berotzea	abrigo	abrigo	abrigo
beroa	abrigo	abrigo2	abrigo
pirilla	abril	abril	abril
jorrailla	abril	abril	abril
idiqui	abrir qualquiera cosa	abrir qualquiera cosa	abrir qualquiera cosa
zabaldu	abrir qualquiera cosa	abrir qualquiera cosa	abrir qualquiera cosa
irequi	abrir qualquiera cosa	abrir qualquiera cosa	abrir qualquiera cosa
burua autſi	abrirle	abrirle	abrirle
urratu	abrirle	abrirle	abrirle
erdiratu	abrirle	abrirle	abrirle
ceatu	abrirle	abrirle	abrirle
zatitu	abrirle	abrirle	abrirle
idiquia	abierta puerta	abierta puerta	abierta puerta
idiquitua	abierta puerta	abierta puerta	abierta puerta
zabala	abierta puerta	abierta puerta	abierta puerta
zabaldua	abierta puerta	abierta puerta	abierta puerta
autſia	abierta la cabeza	abierta la cabeza	abierta la cabeza
urratua	abierta la cabeza	abierta la cabeza	abierta la cabeza
autſitua	abierta la cabeza	abierta la cabeza	abierta la cabeza
erdiratua	abierta la cabeza	abierta la cabeza	abierta la cabeza
ceatua	abierta la cabeza	abierta la cabeza	abierta la cabeza
zatitua	abierta la cabeza	abierta la cabeza	abierta la cabeza
idiquiró	abiertamente	abiertamente	abiertamente
idequiro	abiertamente	abiertamente	abiertamente
zabalquiro	abiertamente	abiertamente	abiertamente
ordagoa	abierto	abierto	abierto
idiquitzea	abertura	abertura	abertura
idiquie-	abertura	abertura	abertura
idiquipena	abertura	abertura	abertura
zabaldura	abertura	abertura	abertura
idiquitzea	abrirse	abrirse	abrirse
zabaltzea	abrirse	abrirse	abrirse
miaurtú	abrirse el	abrirse el	abrirse el
azarractu	abrirse el	abrirse el	abrirse el
miaurtuá	abierto	abierto	abierto
azarracátua	abierto	abierto	abierto
arracatú	abrirse	abrirse	abrirse
hendedura	abertura	abertura	abertura
arracá	abertura	abertura	abertura
arracadá	abertura	abertura	abertura
indarguea	abrogacion	abrogacion	abrogacion
indarguetzea	abrogacion	abrogacion	abrogacion
indarbaguetzea	abrogacion	abrogacion	abrogacion
legueren bat indarguetú	abrogar	abrogar	abrogar
indarbaguetñ	abrogar	abrogar	abrogar
ſaſilarra	abrojo	abrojo	abrojo
ſaparlarra	abrojo	abrojo	abrojo
burnilarrac	abrojos de	abrojos de	abrojos de
cedeneztatu	abromarse	abromarse	abromarse
cerreneztatu	abromarse	abromarse	abromarse
cedenéz	abromarse	abromarse	abromarse
cerrenéz beté	abromarse	abromarse	abromarse
cedeneztatua	abromado	abromado	abromado
&c	abromado	abromado	abromado
broqneldu	abroquelarse	abroquelarse	abroquelarse
ezcutatzea	abroquelarse	abroquelarse	abroquelarse
ezcutuaz eſtaltzea	abroquelarse	abroquelarse	abroquelarse
gordetzea	abroquelarse	abroquelarse	abroquelarse
broqueldua	abroquelado	abroquelado	abroquelado
ezcutatua	abroquelado	abroquelado	abroquelado
ezcutuaz eſtalia	abroquelado	abroquelado	abroquelado
chichare belaárra	abrotano	abrotano	abrotano
anditſu zornatua	absceso	absceso	abscesso
zolditua	absceso	absceso	abscesso
eſconder	absconderse	absconderse	absconderse
auſentarſe	absentarse antixquado	absentarse antixquado	absentarse antixquado
abſolitzea	absolucion	absolucion	absolucion
aſcatzea	absolucion	absolucion	absolucion
deslotzea	absolucion	absolucion	absolucion
abſolicioa	absolucion	absolucion	absolucion
aſ-	absolucion	absolucion	absolucion
abſoloigarriac	absolvederas	absolvederas	absolvederas
ichir	absolutamente	absolutamente	absolutamente
ertſiróá	absolutamente	absolutamente	absolutamente
guciró	absolutamente	absolutamente	absolutamente
deblauqui	absolutamente	absolutamente	absolutamente
deblauquiró	absolutamente	absolutamente	absolutamente
iñori eztichecana	absoluto	absoluto	absoluto
gauzaren batean iñoren bearric ezteuana	absoluto	absoluto	absoluto
aſcatua	absoluto	absoluto	absoluto
ichirocó	absolutas	absolutas	absolutas
guciroc eráuſiac	absolutas	absolutas	absolutas
eſác	absolutas	absolutas	absolutas
hitzac	absolutas	absolutas	absolutas
gucirocó erauſi bátzuequin	siempre me	siempre me	siempre me
ſortatú	absortar	absortar	absortar
arritu	absortar	absortar	absortar
cordebaguetuæ bezala	absortar	absortar	absortar
ſorrá guelditzea	quedarse	quedarse	quedarse
arritzea	quedarse	quedarse	quedarse
cordebaguetzea beézala	quedarse	quedarse	quedarse
chucatzaria	absorbente en los	absorbente en los	absorbente en los
idortaria	absorbente en los	absorbente en los	absorbente en los
cerbait eguitetic gordetzea	abstenerse	abstenerse	abstenerse
eguiratzea	abstenerse	abstenerse	abstenerse
pecatutic	abstenerse	abstenerse2	abstenerse
jocotic	abstenerse	abstenerse2	abstenerse
ardotic gordetzea	abstenerse	abstenerse2	abstenerse
beguiratzea	abstenerse	abstenerse2	abstenerse
urrijalea	abstinente	abstinente	abstinente
urriiaria	abstinente	abstinente	abstinente
guichi jaten deuaná	abstinente	abstinente	abstinente
urrijaldura	abstinencia	abstinencia	abstinencia
abſtinennencia	abstinencia	abstinencia	abstinencia
urrijalpena	abstinencia	abstinencia	abstinencia
cordearen galtzeaz	abstraccion de sentidos	abstraccion de sentidos	abstraccion de sentidos
cordebaguetzea	abstraccion de sentidos	abstraccion de sentidos	abstraccion de sentidos
berequicotzea	abstraccion	abstraccion	abstraccion
buruaren ajolaz , arduraz bicitzea	abstraccion	abstraccion	abstraccion
nere	abstrahido yo	abstrahido yo	abstrahido yo
neurequicotua	abstrahido yo	abstrahido yo	abstrahido yo
utſeragoa	abstracto	abstracto	abstracto
utſeragotu	abstraher	abstraher	abstraher
eſtalia	abstraher	abstraher	abstraher
egoquieza	absurdo	absurdo	absurdo
egoquibaguea	absurdo	absurdo	absurdo
bearzaquea	absurdo	absurdo	absurdo
bearreztana	absurdo	absurdo	absurdo
baſollarra	abubilla	abubilla	abubilla
cucuruſtá	abubilla	abubilla	abubilla
até	abucasta	abucasta	abucasta
mueta	abucasta	abucasta	abucasta
egazti aztinanzá gaiztoco bat	abucasta	abucasta	abucasta
nola ere dan baſollarrá	abucasta	abucasta	abucasta
amoná	abuela	abuela	abuela
amanaguſia	abuela	abuela	abuela
amaſaba	abuela	abuela	abuela
amaſoa	abuela	abuela	abuela
amagoya	abuela	abuela	abuela
aitona	abuelo	abuelo	abuelo
aitanaguſia	abuelo	abuelo	abuelo
aitaſaba	abuelo	abuelo	abuelo
aitaſoa	abuelo	abuelo	abuelo
aitagoya	abuelo	abuelo	abuelo
aſabac	abuelo	abuelo2	abuelo
orrequin batean	abueltas de eso	abueltas de eso	abueltas de esso
orrez naſte	abueltas de eso	abueltas de eso	abueltas de esso
buiatua	abuhado	abuhado	abuhado
aurpegui ubel	abuhado	abuhado	abuhado
ta uanditua daucana	abuhado	abuhado	abuhado
vbeltzea	abuharse	abuharse	abuharse
ta uanditzea	abuharse	abuharse	abuharse
aundiagotu	abultar	abultar	abultar
andiagotu	abultar	abultar	abultar
gueitu	abultar	abultar	abultar
gueiagotu	abultar	abultar	abultar
aſcó	abulta mucho sus	abulta mucho sus	abulta mucho sus
zen	abulta mucho sus	abulta mucho sus	abulta mucho sus
ditu	abulta mucho sus	abulta mucho sus	abulta mucho sus
lar gueitzen dituz bere gaitzac	abulta mucho sus	abulta mucho sus	abulta mucho sus
gachac	abulta mucho sus	abulta mucho sus	abulta mucho sus
anditua	abultado	abultado	abultado
andiagotua	abultado	abultado	abultado
gueitua	abultado	abultado	abultado
gueiagotua	abultado	abultado	abultado
andi	abultador	abultador	abultador
andiagotzallea	abultador	abultador	abultador
gueitzallea	abultador	abultador	abultador
gueiagotzallea	abultador	abultador	abultador
aundia	abultaren	abultaren	abultaren
andia	abultaren	abultaren	abultaren
lodia izatea	abultaren	abultaren	abultaren
iduritzea	abultaren	abultaren	abultaren
aundia	abulta mucho	abulta mucho	abulta mucho
lodiada	abulta mucho	abulta mucho	abulta mucho
di-	abulta mucho	abulta mucho	abulta mucho
Cein aundi	quanto abultara	quanto abultara	quanto abultarà
cein lodi izango	quanto abultara	quanto abultara	quanto abultarà
ioria	abundancia	abundancia	abundancia
iyoria	abundancia	abundancia	abundancia
ioritaſuna	abundancia	abundancia	abundancia
iyoritaſuna	abundancia	abundancia	abundancia
ugaria	abundancia	abundancia	abundancia
ugaritaſuna	abundancia	abundancia	abundancia
naroá	abundancia	abundancia	abundancia
narotaſuna	abundancia	abundancia	abundancia
francotaſuna	abundancia	abundancia	abundancia
ioritſua	abundante	abundante	abundante
